dst_addr,proto,prb_id,hops,success
34.150.91.249,ICMP,17979,6,True
34.150.91.249,ICMP,19648,8,True
34.150.91.249,ICMP,19983,6,True
34.150.91.249,ICMP,22802,6,True
34.150.91.249,ICMP,23127,7,True
34.150.91.249,ICMP,28,7,True
34.150.91.249,ICMP,35042,8,True
34.150.91.249,ICMP,35681,6,True
34.150.91.249,ICMP,50008,6,True
34.150.91.249,ICMP,50017,7,True
34.150.91.249,ICMP,52422,7,True
34.150.91.249,ICMP,52537,7,True
34.150.91.249,ICMP,52676,6,True
34.150.91.249,ICMP,53798,7,True
34.150.91.249,ICMP,54330,7,True
34.150.91.249,ICMP,54419,6,True
34.150.91.249,ICMP,55492,7,True
34.150.91.249,ICMP,60234,6,True
34.150.91.249,ICMP,60323,6,True
34.150.91.249,ICMP,61081,8,True
34.150.91.249,ICMP,61241,6,True
34.150.91.249,ICMP,61365,7,True
34.150.91.249,ICMP,61366,6,True
34.150.91.249,ICMP,61498,6,True
34.150.91.249,ICMP,61731,7,True
34.150.91.249,ICMP,61780,6,True
34.150.91.249,ICMP,61899,7,True
34.150.91.249,ICMP,62365,6,True
34.150.91.249,ICMP,62741,6,True
34.150.91.249,ICMP,62843,6,True
34.150.91.249,ICMP,62868,7,True
20.239.88.164,ICMP,1000766,22,True
20.239.88.164,ICMP,1002581,28,True
20.239.88.164,ICMP,1003055,17,True
20.239.88.164,ICMP,1003432,19,True
20.239.88.164,ICMP,1003572,22,True
20.239.88.164,ICMP,10422,22,True
20.239.88.164,ICMP,10969,20,True
20.239.88.164,ICMP,12330,23,True
20.239.88.164,ICMP,12419,19,True
20.239.88.164,ICMP,12768,21,True
20.239.88.164,ICMP,13376,24,True
20.239.88.164,ICMP,13694,21,True
20.239.88.164,ICMP,13820,18,True
20.239.88.164,ICMP,15133,19,True
20.239.88.164,ICMP,17979,19,True
20.239.88.164,ICMP,19632,21,True
20.239.88.164,ICMP,22394,22,True
20.239.88.164,ICMP,22814,20,True
20.239.88.164,ICMP,24725,24,True
20.239.88.164,ICMP,25313,20,True
20.239.88.164,ICMP,26034,19,True
20.239.88.164,ICMP,28181,28,True
20.239.88.164,ICMP,28499,7,False
20.239.88.164,ICMP,29718,18,True
20.239.88.164,ICMP,32051,17,True
20.239.88.164,ICMP,34235,25,True
20.239.88.164,ICMP,34428,18,True
20.239.88.164,ICMP,34753,21,True
20.239.88.164,ICMP,50284,20,True
20.239.88.164,ICMP,50536,20,True
20.239.88.164,ICMP,50848,25,True
20.239.88.164,ICMP,51389,25,True
20.239.88.164,ICMP,51713,20,True
20.239.88.164,ICMP,52118,20,True
20.239.88.164,ICMP,52142,16,True
20.239.88.164,ICMP,52431,19,True
20.239.88.164,ICMP,52607,20,True
20.239.88.164,ICMP,52719,21,True
20.239.88.164,ICMP,53305,27,True
20.239.88.164,ICMP,53526,25,True
20.239.88.164,ICMP,54250,19,True
20.239.88.164,ICMP,54955,23,True
20.239.88.164,ICMP,54981,25,True
20.239.88.164,ICMP,55023,20,True
20.239.88.164,ICMP,55346,17,True
20.239.88.164,ICMP,55460,25,True
20.239.88.164,ICMP,55591,22,True
20.239.88.164,ICMP,60234,20,True
20.239.88.164,ICMP,60538,19,True
20.239.88.164,ICMP,60939,21,True
20.239.88.164,ICMP,61015,22,True
20.239.88.164,ICMP,61366,19,True
20.239.88.164,ICMP,61731,22,True
20.239.88.164,ICMP,61961,20,True
20.239.88.164,ICMP,1001040,19,True
20.239.88.164,ICMP,1001356,22,True
20.239.88.164,ICMP,1002289,21,True
20.239.88.164,ICMP,1002750,22,True
20.239.88.164,ICMP,1003898,20,True
20.239.88.164,ICMP,1004232,25,True
20.239.88.164,ICMP,1004453,18,True
20.239.88.164,ICMP,1004482,19,True
20.239.88.164,ICMP,1004876,20,True
20.239.88.164,ICMP,1004978,21,True
20.239.88.164,ICMP,10743,19,True
20.239.88.164,ICMP,12426,20,True
20.239.88.164,ICMP,19648,21,True
20.239.88.164,ICMP,19983,18,True
20.239.88.164,ICMP,22802,19,True
20.239.88.164,ICMP,23127,20,True
20.239.88.164,ICMP,28,21,True
20.239.88.164,ICMP,35042,25,True
20.239.88.164,ICMP,35681,21,True
20.239.88.164,ICMP,50008,21,True
20.239.88.164,ICMP,50017,25,True
20.239.88.164,ICMP,52422,22,True
20.239.88.164,ICMP,52537,22,True
20.239.88.164,ICMP,52676,21,True
20.239.88.164,ICMP,53798,17,True
20.239.88.164,ICMP,54330,20,True
20.239.88.164,ICMP,54419,19,True
20.239.88.164,ICMP,55492,19,True
20.239.88.164,ICMP,60323,21,True
20.239.88.164,ICMP,61081,20,True
20.239.88.164,ICMP,61241,19,True
20.239.88.164,ICMP,61365,20,True
20.239.88.164,ICMP,61498,19,True
20.239.88.164,ICMP,61780,24,True
20.239.88.164,ICMP,61899,23,True
20.239.88.164,ICMP,62365,19,True
20.239.88.164,ICMP,62741,19,True
20.239.88.164,ICMP,62843,18,True
20.239.88.164,ICMP,62868,19,True
52.66.78.70,ICMP,1002220,32,False
52.66.78.70,ICMP,1002581,32,False
52.66.78.70,ICMP,1002625,32,False
52.66.78.70,ICMP,1002775,30,True
52.66.78.70,ICMP,1003474,26,True
52.66.78.70,ICMP,10473,14,True
52.66.78.70,ICMP,10553,16,True
52.66.78.70,ICMP,10969,21,True
52.66.78.70,ICMP,11289,30,True
52.66.78.70,ICMP,11900,12,True
52.66.78.70,ICMP,13318,19,True
52.66.78.70,ICMP,13671,20,True
52.66.78.70,ICMP,14111,23,True
52.66.78.70,ICMP,14226,22,True
52.66.78.70,ICMP,14606,21,True
52.66.78.70,ICMP,19963,17,True
52.66.78.70,ICMP,20225,15,True
52.66.78.70,ICMP,20825,18,True
52.66.78.70,ICMP,21481,29,False
52.66.78.70,ICMP,22817,28,True
52.66.78.70,ICMP,24101,26,True
52.66.78.70,ICMP,24889,9,True
52.66.78.70,ICMP,25867,20,True
52.66.78.70,ICMP,28499,7,False
52.66.78.70,ICMP,28898,15,True
52.66.78.70,ICMP,31867,21,True
52.66.78.70,ICMP,33297,21,True
52.66.78.70,ICMP,34753,21,True
52.66.78.70,ICMP,51101,7,False
52.66.78.70,ICMP,51108,21,True
52.66.78.70,ICMP,51834,21,True
52.66.78.70,ICMP,52142,18,True
52.66.78.70,ICMP,52589,25,True
52.66.78.70,ICMP,52607,19,True
52.66.78.70,ICMP,52719,27,True
52.66.78.70,ICMP,52898,26,True
52.66.78.70,ICMP,52955,27,True
52.66.78.70,ICMP,53398,22,True
52.66.78.70,ICMP,54250,21,True
52.66.78.70,ICMP,55023,27,True
52.66.78.70,ICMP,55147,19,True
52.66.78.70,ICMP,55330,24,True
52.66.78.70,ICMP,55346,25,True
52.66.78.70,ICMP,55484,7,True
52.66.78.70,ICMP,55499,16,True
52.66.78.70,ICMP,55524,22,True
52.66.78.70,ICMP,60756,25,True
52.66.78.70,ICMP,61451,14,True
52.66.78.70,ICMP,61817,26,True
52.66.78.70,ICMP,1001040,31,True
52.66.78.70,ICMP,1001356,23,True
52.66.78.70,ICMP,1002289,22,True
52.66.78.70,ICMP,1002750,23,True
52.66.78.70,ICMP,1003898,25,True
52.66.78.70,ICMP,1004232,15,True
52.66.78.70,ICMP,1004453,25,True
52.66.78.70,ICMP,1004482,30,True
52.66.78.70,ICMP,1004876,22,True
52.66.78.70,ICMP,1004978,22,True
52.66.78.70,ICMP,10743,30,True
52.66.78.70,ICMP,12426,31,True
52.66.78.70,ICMP,13376,24,True
52.66.78.70,ICMP,17979,24,True
52.66.78.70,ICMP,19648,31,True
52.66.78.70,ICMP,19983,25,True
52.66.78.70,ICMP,22802,31,True
52.66.78.70,ICMP,23127,30,True
52.66.78.70,ICMP,28,32,True
52.66.78.70,ICMP,35042,15,True
52.66.78.70,ICMP,35681,22,True
52.66.78.70,ICMP,50008,22,True
52.66.78.70,ICMP,50017,14,True
52.66.78.70,ICMP,52422,25,True
52.66.78.70,ICMP,52537,6,False
52.66.78.70,ICMP,52676,22,True
52.66.78.70,ICMP,53798,14,True
52.66.78.70,ICMP,54330,31,True
52.66.78.70,ICMP,54419,27,True
52.66.78.70,ICMP,55492,30,True
52.66.78.70,ICMP,60234,31,True
52.66.78.70,ICMP,60323,22,True
52.66.78.70,ICMP,61081,29,True
52.66.78.70,ICMP,61241,27,True
52.66.78.70,ICMP,61365,25,True
52.66.78.70,ICMP,61366,24,True
52.66.78.70,ICMP,61498,23,True
52.66.78.70,ICMP,61731,25,True
52.66.78.70,ICMP,61780,13,True
52.66.78.70,ICMP,61899,29,True
52.66.78.70,ICMP,62365,31,True
52.66.78.70,ICMP,62741,31,True
52.66.78.70,ICMP,62843,24,True
52.66.78.70,ICMP,62868,30,True
34.100.147.104,ICMP,1002591,16,True
34.100.147.104,ICMP,1002775,11,True
34.100.147.104,ICMP,1003161,7,True
34.100.147.104,ICMP,1004410,9,True
34.100.147.104,ICMP,1004427,9,True
34.100.147.104,ICMP,10755,5,True
34.100.147.104,ICMP,11289,14,True
34.100.147.104,ICMP,12032,7,True
34.100.147.104,ICMP,12108,7,True
34.100.147.104,ICMP,13109,8,True
34.100.147.104,ICMP,13820,7,True
34.100.147.104,ICMP,14606,10,True
34.100.147.104,ICMP,17615,9,True
34.100.147.104,ICMP,21394,5,True
34.100.147.104,ICMP,22296,8,True
34.100.147.104,ICMP,23059,6,True
34.100.147.104,ICMP,23087,9,True
34.100.147.104,ICMP,24368,5,True
34.100.147.104,ICMP,24639,8,True
34.100.147.104,ICMP,26034,5,True
34.100.147.104,ICMP,26943,6,True
34.100.147.104,ICMP,30680,10,True
34.100.147.104,ICMP,31304,6,True
34.100.147.104,ICMP,32506,9,True
34.100.147.104,ICMP,3395,7,True
34.100.147.104,ICMP,34700,7,True
34.100.147.104,ICMP,35663,6,True
34.100.147.104,ICMP,50148,7,True
34.100.147.104,ICMP,50181,9,True
34.100.147.104,ICMP,51053,6,True
34.100.147.104,ICMP,51745,7,True
34.100.147.104,ICMP,52219,8,True
34.100.147.104,ICMP,52327,7,True
34.100.147.104,ICMP,53254,5,True
34.100.147.104,ICMP,53909,7,True
34.100.147.104,ICMP,54410,7,True
34.100.147.104,ICMP,54484,6,True
34.100.147.104,ICMP,54859,6,True
34.100.147.104,ICMP,55116,10,True
34.100.147.104,ICMP,55209,9,True
34.100.147.104,ICMP,55330,7,True
34.100.147.104,ICMP,55460,7,True
34.100.147.104,ICMP,60162,6,True
34.100.147.104,ICMP,60944,7,True
34.100.147.104,ICMP,60976,7,True
34.100.147.104,ICMP,61062,8,True
34.100.147.104,ICMP,62130,8,True
34.100.147.104,ICMP,62958,9,True
34.100.147.104,ICMP,63070,12,True
34.100.147.104,ICMP,1001040,7,True
34.100.147.104,ICMP,1001356,7,True
34.100.147.104,ICMP,1002289,6,True
34.100.147.104,ICMP,1002750,7,True
34.100.147.104,ICMP,1003898,7,True
34.100.147.104,ICMP,1004232,8,True
34.100.147.104,ICMP,1004453,6,True
34.100.147.104,ICMP,1004482,7,True
34.100.147.104,ICMP,1004876,6,True
34.100.147.104,ICMP,1004978,6,True
34.100.147.104,ICMP,10743,7,True
34.100.147.104,ICMP,12426,8,True
34.100.147.104,ICMP,13376,28,True
34.100.147.104,ICMP,17979,6,True
34.100.147.104,ICMP,19648,8,True
34.100.147.104,ICMP,19983,6,True
34.100.147.104,ICMP,22802,6,True
34.100.147.104,ICMP,23127,7,True
34.100.147.104,ICMP,28,7,True
34.100.147.104,ICMP,35042,8,True
34.100.147.104,ICMP,35681,6,True
34.100.147.104,ICMP,50008,6,True
34.100.147.104,ICMP,50017,7,True
34.100.147.104,ICMP,52422,7,True
34.100.147.104,ICMP,52537,6,False
34.100.147.104,ICMP,52676,6,True
34.100.147.104,ICMP,53798,7,True
34.100.147.104,ICMP,54330,7,True
34.100.147.104,ICMP,54419,6,True
34.100.147.104,ICMP,55492,7,True
34.100.147.104,ICMP,60234,6,True
34.100.147.104,ICMP,60323,6,True
34.100.147.104,ICMP,61081,9,True
34.100.147.104,ICMP,61241,6,True
34.100.147.104,ICMP,61365,7,True
34.100.147.104,ICMP,61366,6,True
34.100.147.104,ICMP,61498,6,True
34.100.147.104,ICMP,61731,7,True
34.100.147.104,ICMP,61780,6,True
34.100.147.104,ICMP,61899,7,True
34.100.147.104,ICMP,62365,6,True
34.100.147.104,ICMP,62741,6,True
34.100.147.104,ICMP,62843,6,True
34.100.147.104,ICMP,62868,7,True
20.198.77.219,ICMP,1002609,20,True
20.198.77.219,ICMP,1002849,2,True
20.198.77.219,ICMP,1003876,21,True
20.198.77.219,ICMP,1004250,25,True
20.198.77.219,ICMP,1004974,25,True
20.198.77.219,ICMP,10422,23,True
20.198.77.219,ICMP,12438,19,True
20.198.77.219,ICMP,12894,18,True
20.198.77.219,ICMP,13222,24,True
20.198.77.219,ICMP,13249,24,True
20.198.77.219,ICMP,13820,18,True
20.198.77.219,ICMP,14053,22,True
20.198.77.219,ICMP,14207,18,True
20.198.77.219,ICMP,17423,24,True
20.198.77.219,ICMP,17950,22,True
20.198.77.219,ICMP,17998,19,True
20.198.77.219,ICMP,22446,25,True
20.198.77.219,ICMP,23903,23,True
20.198.77.219,ICMP,24940,23,True
20.198.77.219,ICMP,2741,28,True
20.198.77.219,ICMP,28499,7,False
20.198.77.219,ICMP,29716,17,True
20.198.77.219,ICMP,30566,20,True
20.198.77.219,ICMP,32506,19,True
20.198.77.219,ICMP,3395,21,True
20.198.77.219,ICMP,34156,20,True
20.198.77.219,ICMP,50299,24,True
20.198.77.219,ICMP,50495,26,True
20.198.77.219,ICMP,50536,19,True
20.198.77.219,ICMP,50848,22,True
20.198.77.219,ICMP,52160,18,True
20.198.77.219,ICMP,52247,18,True
20.198.77.219,ICMP,52327,21,True
20.198.77.219,ICMP,52431,21,True
20.198.77.219,ICMP,53195,23,True
20.198.77.219,ICMP,53462,25,True
20.198.77.219,ICMP,53909,19,True
20.198.77.219,ICMP,54280,20,True
20.198.77.219,ICMP,55001,8,True
20.198.77.219,ICMP,55116,24,True
20.198.77.219,ICMP,55147,20,True
20.198.77.219,ICMP,55206,24,True
20.198.77.219,ICMP,55255,18,True
20.198.77.219,ICMP,55346,17,True
20.198.77.219,ICMP,55630,29,True
20.198.77.219,ICMP,61271,18,True
20.198.77.219,ICMP,62462,21,True
20.198.77.219,ICMP,1001040,24,True
20.198.77.219,ICMP,1001356,21,True
20.198.77.219,ICMP,1002289,20,True
20.198.77.219,ICMP,1002750,21,True
20.198.77.219,ICMP,1003898,20,True
20.198.77.219,ICMP,1004232,23,True
20.198.77.219,ICMP,1004453,19,True
20.198.77.219,ICMP,1004482,22,True
20.198.77.219,ICMP,1004876,20,True
20.198.77.219,ICMP,1004978,19,True
20.198.77.219,ICMP,10743,22,True
20.198.77.219,ICMP,12426,23,True
20.198.77.219,ICMP,13376,24,True
20.198.77.219,ICMP,17979,18,True
20.198.77.219,ICMP,19648,23,True
20.198.77.219,ICMP,19983,19,True
20.198.77.219,ICMP,22802,25,True
20.198.77.219,ICMP,23127,22,True
20.198.77.219,ICMP,24550,18,True
20.198.77.219,ICMP,28,25,True
20.198.77.219,ICMP,35042,21,True
20.198.77.219,ICMP,35681,19,True
20.198.77.219,ICMP,50008,20,True
20.198.77.219,ICMP,50017,21,True
20.198.77.219,ICMP,52422,23,True
20.198.77.219,ICMP,52537,6,False
20.198.77.219,ICMP,52676,20,True
20.198.77.219,ICMP,53798,21,True
20.198.77.219,ICMP,54330,25,True
20.198.77.219,ICMP,54419,19,True
20.198.77.219,ICMP,55492,22,True
20.198.77.219,ICMP,60234,24,True
20.198.77.219,ICMP,60323,20,True
20.198.77.219,ICMP,61081,21,True
20.198.77.219,ICMP,61241,19,True
20.198.77.219,ICMP,61365,24,True
20.198.77.219,ICMP,61366,18,True
20.198.77.219,ICMP,61498,22,True
20.198.77.219,ICMP,61731,24,True
20.198.77.219,ICMP,61780,21,True
20.198.77.219,ICMP,61899,24,True
20.198.77.219,ICMP,62365,24,True
20.198.77.219,ICMP,62741,25,True
20.198.77.219,ICMP,62843,19,True
20.198.77.219,ICMP,62868,21,True
18.178.235.175,ICMP,1000967,28,True
18.178.235.175,ICMP,1002532,19,True
18.178.235.175,ICMP,1002591,32,False
18.178.235.175,ICMP,1003474,28,True
18.178.235.175,ICMP,1004974,31,True
18.178.235.175,ICMP,10266,21,True
18.178.235.175,ICMP,10969,29,True
18.178.235.175,ICMP,11289,30,True
18.178.235.175,ICMP,12475,30,True
18.178.235.175,ICMP,13318,19,True
18.178.235.175,ICMP,13820,22,True
18.178.235.175,ICMP,14207,21,True
18.178.235.175,ICMP,14695,25,True
18.178.235.175,ICMP,16951,26,True
18.178.235.175,ICMP,17300,23,True
18.178.235.175,ICMP,17403,27,True
18.178.235.175,ICMP,19615,32,False
18.178.235.175,ICMP,20225,19,True
18.178.235.175,ICMP,22394,12,True
18.178.235.175,ICMP,24368,23,True
18.178.235.175,ICMP,24889,16,True
18.178.235.175,ICMP,28895,25,True
18.178.235.175,ICMP,31492,32,True
18.178.235.175,ICMP,32316,23,True
18.178.235.175,ICMP,50148,22,True
18.178.235.175,ICMP,50324,23,True
18.178.235.175,ICMP,50765,31,True
18.178.235.175,ICMP,51053,15,True
18.178.235.175,ICMP,51389,30,True
18.178.235.175,ICMP,51713,28,True
18.178.235.175,ICMP,51807,26,True
18.178.235.175,ICMP,52160,30,True
18.178.235.175,ICMP,52219,31,True
18.178.235.175,ICMP,52615,28,True
18.178.235.175,ICMP,52685,29,True
18.178.235.175,ICMP,52719,32,True
18.178.235.175,ICMP,52930,29,True
18.178.235.175,ICMP,53456,27,True
18.178.235.175,ICMP,53909,20,True
18.178.235.175,ICMP,54278,23,True
18.178.235.175,ICMP,54743,31,True
18.178.235.175,ICMP,54805,29,True
18.178.235.175,ICMP,55147,15,False
18.178.235.175,ICMP,55591,26,True
18.178.235.175,ICMP,55630,27,True
18.178.235.175,ICMP,62642,18,True
18.178.235.175,ICMP,1001040,26,True
18.178.235.175,ICMP,1001356,32,False
18.178.235.175,ICMP,1002289,32,False
18.178.235.175,ICMP,1002750,32,False
18.178.235.175,ICMP,1003898,32,True
18.178.235.175,ICMP,1004232,30,True
18.178.235.175,ICMP,1004453,23,True
18.178.235.175,ICMP,1004482,18,True
18.178.235.175,ICMP,1004876,25,True
18.178.235.175,ICMP,1004978,25,True
18.178.235.175,ICMP,10743,18,True
18.178.235.175,ICMP,12426,18,True
18.178.235.175,ICMP,17979,25,True
18.178.235.175,ICMP,19648,19,True
18.178.235.175,ICMP,19983,23,True
18.178.235.175,ICMP,22802,27,True
18.178.235.175,ICMP,23127,17,True
18.178.235.175,ICMP,24550,25,True
18.178.235.175,ICMP,28,27,True
18.178.235.175,ICMP,35042,29,True
18.178.235.175,ICMP,35681,25,True
18.178.235.175,ICMP,50008,32,False
18.178.235.175,ICMP,50017,29,True
18.178.235.175,ICMP,50299,23,True
18.178.235.175,ICMP,52422,26,True
18.178.235.175,ICMP,52537,32,False
18.178.235.175,ICMP,52589,23,True
18.178.235.175,ICMP,52676,32,False
18.178.235.175,ICMP,53798,27,True
18.178.235.175,ICMP,54330,31,True
18.178.235.175,ICMP,54419,31,True
18.178.235.175,ICMP,55492,27,True
18.178.235.175,ICMP,61081,21,True
18.178.235.175,ICMP,61241,31,True
18.178.235.175,ICMP,61365,26,True
18.178.235.175,ICMP,61366,25,True
18.178.235.175,ICMP,61498,24,True
18.178.235.175,ICMP,61731,27,True
18.178.235.175,ICMP,61780,29,True
18.178.235.175,ICMP,61899,31,True
18.178.235.175,ICMP,62365,26,True
18.178.235.175,ICMP,62741,26,True
18.178.235.175,ICMP,62843,25,True
18.178.235.175,ICMP,62868,26,True
18.178.235.175,ICMP,60234,26,True
18.178.235.175,ICMP,60323,25,True
35.221.115.203,ICMP,1002538,7,True
35.221.115.203,ICMP,1002580,12,True
35.221.115.203,ICMP,1002591,16,True
35.221.115.203,ICMP,1002775,11,True
35.221.115.203,ICMP,1003047,9,True
35.221.115.203,ICMP,10099,7,True
35.221.115.203,ICMP,10266,6,True
35.221.115.203,ICMP,10443,6,True
35.221.115.203,ICMP,10473,8,True
35.221.115.203,ICMP,11289,14,True
35.221.115.203,ICMP,11795,8,True
35.221.115.203,ICMP,11974,5,True
35.221.115.203,ICMP,13667,10,True
35.221.115.203,ICMP,14285,7,True
35.221.115.203,ICMP,14606,10,True
35.221.115.203,ICMP,17131,6,True
35.221.115.203,ICMP,19963,8,True
35.221.115.203,ICMP,20756,10,True
35.221.115.203,ICMP,21394,5,True
35.221.115.203,ICMP,21481,8,True
35.221.115.203,ICMP,26034,5,True
35.221.115.203,ICMP,26115,5,True
35.221.115.203,ICMP,28225,10,True
35.221.115.203,ICMP,28898,7,True
35.221.115.203,ICMP,29435,6,True
35.221.115.203,ICMP,30236,13,True
35.221.115.203,ICMP,30958,5,True
35.221.115.203,ICMP,34658,7,True
35.221.115.203,ICMP,50324,6,True
35.221.115.203,ICMP,50400,6,True
35.221.115.203,ICMP,51343,10,True
35.221.115.203,ICMP,51389,7,True
35.221.115.203,ICMP,51503,7,True
35.221.115.203,ICMP,51671,7,True
35.221.115.203,ICMP,52062,7,True
35.221.115.203,ICMP,52196,8,True
35.221.115.203,ICMP,53017,6,True
35.221.115.203,ICMP,53101,8,True
35.221.115.203,ICMP,53509,7,True
35.221.115.203,ICMP,55103,7,True
35.221.115.203,ICMP,55116,10,True
35.221.115.203,ICMP,55209,9,True
35.221.115.203,ICMP,55499,9,True
35.221.115.203,ICMP,55752,10,True
35.221.115.203,ICMP,61029,9,True
35.221.115.203,ICMP,61271,5,True
35.221.115.203,ICMP,1001040,7,True
35.221.115.203,ICMP,1001356,7,True
35.221.115.203,ICMP,1002289,6,True
35.221.115.203,ICMP,1002750,7,True
35.221.115.203,ICMP,1003898,7,True
35.221.115.203,ICMP,1004232,8,True
35.221.115.203,ICMP,1004453,6,True
35.221.115.203,ICMP,1004482,7,True
35.221.115.203,ICMP,1004876,6,True
35.221.115.203,ICMP,1004978,6,True
35.221.115.203,ICMP,10743,7,True
35.221.115.203,ICMP,12426,8,True
35.221.115.203,ICMP,17979,6,True
35.221.115.203,ICMP,19648,8,True
35.221.115.203,ICMP,19983,6,True
35.221.115.203,ICMP,22394,11,True
35.221.115.203,ICMP,22802,6,True
35.221.115.203,ICMP,23127,7,True
35.221.115.203,ICMP,24550,7,True
35.221.115.203,ICMP,28,7,True
35.221.115.203,ICMP,35042,8,True
35.221.115.203,ICMP,35681,6,True
35.221.115.203,ICMP,50008,6,True
35.221.115.203,ICMP,50017,7,True
35.221.115.203,ICMP,52422,7,True
35.221.115.203,ICMP,52537,7,True
35.221.115.203,ICMP,52676,6,True
35.221.115.203,ICMP,53798,7,True
35.221.115.203,ICMP,54330,7,True
35.221.115.203,ICMP,54419,6,True
35.221.115.203,ICMP,55346,6,True
35.221.115.203,ICMP,55492,7,True
35.221.115.203,ICMP,60323,6,True
35.221.115.203,ICMP,61081,9,True
35.221.115.203,ICMP,61241,6,True
35.221.115.203,ICMP,61365,7,True
35.221.115.203,ICMP,61366,6,True
35.221.115.203,ICMP,61498,6,True
35.221.115.203,ICMP,61780,6,True
35.221.115.203,ICMP,61899,7,True
35.221.115.203,ICMP,62365,6,True
35.221.115.203,ICMP,62741,6,True
35.221.115.203,ICMP,62843,6,True
35.221.115.203,ICMP,62868,7,True
35.221.115.203,ICMP,60234,6,True
35.221.115.203,ICMP,61731,8,True
20.222.214.71,ICMP,1002532,18,True
20.222.214.71,ICMP,1004427,21,True
20.222.214.71,ICMP,1004459,23,True
20.222.214.71,ICMP,1004554,26,True
20.222.214.71,ICMP,1004974,22,True
20.222.214.71,ICMP,10099,20,True
20.222.214.71,ICMP,11289,30,True
20.222.214.71,ICMP,12538,23,True
20.222.214.71,ICMP,12985,16,True
20.222.214.71,ICMP,13213,22,True
20.222.214.71,ICMP,14207,19,True
20.222.214.71,ICMP,17024,19,True
20.222.214.71,ICMP,17151,17,True
20.222.214.71,ICMP,20756,21,True
20.222.214.71,ICMP,22817,22,True
20.222.214.71,ICMP,23059,22,True
20.222.214.71,ICMP,24725,23,True
20.222.214.71,ICMP,25867,17,True
20.222.214.71,ICMP,29227,20,True
20.222.214.71,ICMP,29435,23,True
20.222.214.71,ICMP,30236,22,True
20.222.214.71,ICMP,30759,24,True
20.222.214.71,ICMP,31120,17,True
20.222.214.71,ICMP,31511,19,True
20.222.214.71,ICMP,50180,30,True
20.222.214.71,ICMP,50821,17,True
20.222.214.71,ICMP,51343,26,True
20.222.214.71,ICMP,51671,20,True
20.222.214.71,ICMP,52142,15,True
20.222.214.71,ICMP,52160,15,True
20.222.214.71,ICMP,52219,24,True
20.222.214.71,ICMP,53017,19,True
20.222.214.71,ICMP,53398,28,True
20.222.214.71,ICMP,53526,23,True
20.222.214.71,ICMP,54981,23,True
20.222.214.71,ICMP,55116,22,True
20.222.214.71,ICMP,55330,17,True
20.222.214.71,ICMP,55499,23,True
20.222.214.71,ICMP,55748,24,True
20.222.214.71,ICMP,55805,7,False
20.222.214.71,ICMP,61015,22,True
20.222.214.71,ICMP,61817,25,True
20.222.214.71,ICMP,1001040,18,True
20.222.214.71,ICMP,1001356,22,True
20.222.214.71,ICMP,1002289,20,True
20.222.214.71,ICMP,1002750,21,True
20.222.214.71,ICMP,1003898,20,True
20.222.214.71,ICMP,1004232,24,True
20.222.214.71,ICMP,1004453,15,True
20.222.214.71,ICMP,1004482,18,True
20.222.214.71,ICMP,1004876,20,True
20.222.214.71,ICMP,1004978,21,True
20.222.214.71,ICMP,10743,18,True
20.222.214.71,ICMP,12426,19,True
20.222.214.71,ICMP,17950,22,True
20.222.214.71,ICMP,19648,19,True
20.222.214.71,ICMP,19983,15,True
20.222.214.71,ICMP,22802,18,True
20.222.214.71,ICMP,23127,18,True
20.222.214.71,ICMP,24550,18,True
20.222.214.71,ICMP,28,19,True
20.222.214.71,ICMP,30472,21,True
20.222.214.71,ICMP,35042,24,True
20.222.214.71,ICMP,35681,21,True
20.222.214.71,ICMP,50008,20,True
20.222.214.71,ICMP,50017,23,True
20.222.214.71,ICMP,52422,21,True
20.222.214.71,ICMP,52537,22,True
20.222.214.71,ICMP,52593,19,True
20.222.214.71,ICMP,52676,20,True
20.222.214.71,ICMP,53798,17,True
20.222.214.71,ICMP,54330,19,True
20.222.214.71,ICMP,54419,18,True
20.222.214.71,ICMP,55346,16,True
20.222.214.71,ICMP,55492,18,True
20.222.214.71,ICMP,61081,21,True
20.222.214.71,ICMP,61241,19,True
20.222.214.71,ICMP,61365,18,True
20.222.214.71,ICMP,61451,21,True
20.222.214.71,ICMP,61498,18,True
20.222.214.71,ICMP,61780,22,True
20.222.214.71,ICMP,61899,21,True
20.222.214.71,ICMP,62130,20,True
20.222.214.71,ICMP,62365,18,True
20.222.214.71,ICMP,62741,18,True
20.222.214.71,ICMP,62843,18,True
20.222.214.71,ICMP,62868,18,True
20.222.214.71,ICMP,17979,18,True
20.222.214.71,ICMP,60234,18,True
20.222.214.71,ICMP,60323,21,True
20.222.214.71,ICMP,61731,21,True
3.39.107.235,ICMP,1002580,32,True
3.39.107.235,ICMP,1003055,23,True
3.39.107.235,ICMP,1003812,31,True
3.39.107.235,ICMP,1004250,32,False
3.39.107.235,ICMP,1004494,32,True
3.39.107.235,ICMP,10266,21,True
3.39.107.235,ICMP,10422,32,False
3.39.107.235,ICMP,12032,24,True
3.39.107.235,ICMP,12419,25,True
3.39.107.235,ICMP,13109,28,True
3.39.107.235,ICMP,13213,32,False
3.39.107.235,ICMP,13222,29,True
3.39.107.235,ICMP,13376,21,True
3.39.107.235,ICMP,13662,32,False
3.39.107.235,ICMP,14102,32,False
3.39.107.235,ICMP,14606,21,True
