AS,167.066661
AS,315.309791
AS,301.397685
AS,325.422678
AS,272.36474
AS,242.712756
AS,215.813011
AS,318.969495
AS,192.737911
AS,315.413494
AS,264.430223
AS,219.829736
AS,252.166346
AS,208.773981
AS,217.373278
AS,199.086791
AS,215.401936
AS,330.839366
AS,251.90585
AS,294.531441
AS,229.360695
AS,316.520233
AS,305.217083
AS,274.58225
AS,205.771917
AS,191.59525
AS,235.945416
AS,182.8846
AS,177.839273
AS,236.11425
AS,181.871599
AS,206.680362
AS,250.099588
AS,170.155304
AS,287.852358
AS,294.140449
AS,246.000865
AS,183.700056
AS,312.550394
AS,129.809648
AS,284.13401
AS,289.919019
AS,286.273555
AS,258.490589
AS,203.27548
AS,153.071053
AS,164.1917
AS,301.872662
AS,168.476581
AS,214.597549
AS,180.341025
AS,157.053844
AS,152.508482
AS,329.902001
AS,149.60475
AS,228.658574
AS,277.699892
AS,198.372768
AS,259.325722
AS,261.206362
AS,313.356675
AS,286.264917
AS,191.564
AS,184.022125
AS,169.850834
AS,167.198959
AS,151.993158
AS,179.686598
AS,152.808207
AS,149.143718
AS,176.236067
AS,204.560605
AS,186.24697
AS,306.051691
AS,299.385474
AS,136.683245
AS,152.437622
AS,302.142558
AS,308.445058
AS,168.337877
AS,276.731354
AS,272.792685
AS,305.810906
AS,221.970561
AS,293.505358
AS,167.178792
AS,293.6595
AS,249.672345
AS,188.534142
AS,238.746085
AS,186.849248
AS,188.813109
AS,183.453424
AS,182.26175
AS,182.294996
AS,255.191917
AS,274.259386
AS,239.974696
AS,282.415195
AS,314.622362
AS,310.070875
AS,234.35575
AS,185.400084
AS,183.657542
AS,195.832959
AS,165.970017
AS,194.574426
AS,180.518012
AS,174.453293
AS,201.24292
AS,237.132059
AS,191.559392
AS,330.453533
AS,307.562947
AS,166.31313
AS,180.206963
AS,270.707031
AS,200.397042
AS,283.124332
AS,137.857344
AS,155.903852
AS,149.324236
AS,149.060271
AS,273.497122
AS,271.134073
AS,146.940696
AS,283.74203
AS,261.153095
AS,142.606725
AS,133.171492
AS,234.535143
AS,223.135315
AS,243.331936
AS,285.41275
AS,305.119209
AS,272.797073
AS,148.161266
AS,243.020227
AS,147.50607
AS,237.85504
AS,165.735277
AS,157.564167
AS,227.482
AS,240.228916
AS,264.279625
AS,146.716899
AS,285.912985
AS,188.590098
AS,288.601085
AS,283.127912
AS,263.659061
AS,210.69754
AS,197.324985
AS,161.068082
AS,154.510322
AS,270.405163
AS,289.287567
AS,233.980716
AS,343.571253
AS,247.175981
AS,127.291069
AS,374.886802
AS,376.493704
AS,283.434601
AS,254.469491
AS,256.849418
AS,268.29497
AS,368.522428
AS,359.038167
AS,205.555125
AS,296.81858
AS,384.747798
AS,343.719427
AS,373.342389
AS,330.448896
AS,242.076289
AS,263.647428
AS,274.631479
AS,230.540475
AS,315.331006
AS,235.075277
AS,265.974084
AS,244.500003
AS,321.78807
AS,230.409334
AS,232.678875
AS,250.631083
AS,273.805647
AS,334.600045
AS,366.747922
AS,229.13503
AS,322.387358
AS,229.255787
AS,123.505169
AS,236.345693
AS,267.750375
OC,164.792343
OC,309.951458
OC,338.212481
OC,321.000214
OC,297.770564
OC,294.696126
OC,226.684816
OC,310.249508
OC,192.376836
OC,301.149961
OC,317.922553
OC,282.376314
OC,278.591311
OC,262.036084
OC,210.791717
OC,187.645167
OC,205.028177
OC,326.520078
OC,222.796987
OC,317.039219
OC,258.619893
OC,344.670145
OC,326.044833
OC,287.021667
OC,318.460708
OC,225.727792
OC,249.08075
OC,167.9137
OC,46.307426
OC,215.665889
OC,165.302745
OC,208.459818
OC,291.494099
OC,62.131913
OC,331.135222
OC,334.873247
OC,167.222484
OC,169.154822
OC,305.097583
AS,216.458314
AS,197.318244
AS,203.079122
AS,213.454316
AS,170.720358
AS,206.0475
AS,207.884104
AS,209.272319
AS,168.51686
AS,213.102764
AS,208.00556
AS,223.333166
AS,254.042747
AS,221.182312
AS,196.359488
AS,216.809375
AS,182.688167
AS,229.503625
AS,202.330084
AS,221.565114
AS,225.587729
AS,180.560619
AS,206.459945
AS,258.000001
AS,229.349298
AS,230.437209
AS,274.368875
AS,228.18499
AS,166.54033
AS,171.116386
AS,170.174887
AS,154.677909
AS,195.332344
AS,219.217093
AS,223.032482
AS,213.569647
AS,245.185847
AS,154.862415
AS,222.111286
AS,174.960083
AS,160.536274
AS,248.303646
AS,265.008778
AS,265.660706
AS,271.337683
AS,178.236928
AS,180.088406
AS,265.92903
AS,174.141962
AS,211.437631
AS,265.800955
AS,251.539822
AS,202.26586
AS,228.36704
AS,209.137682
AS,241.118
AS,195.735208
AS,210.690695
AS,266.349173
AS,233.176113
AS,267.518218
AS,220.350169
AS,283.6649
AS,266.994917
AS,237.862292
AS,196.096708
AS,161.719458
AS,272.62324
AS,158.606186
AS,196.483975
AS,202.084855
AS,161.908375
AS,181.98378
AS,222.426239
AS,168.457038
AS,274.595985
AS,277.531296
AS,173.517575
AS,172.937844
AS,132.189715
AS,255.134739
AS,272.742852
AS,255.631529
AS,247.238337
AS,191.778932
AS,125.872799
AS,146.159531
AS,179.519065
AS,262.287276
AS,185.71077
AS,168.302315
AS,150.032312
AS,149.458046
AS,283.652789
AS,132.128917
AS,264.775182
AS,257.970814
AS,246.145779
AS,195.686924
AS,236.111839
AS,261.465336
AS,266.946667
AS,177.116292
AS,169.217791
AS,153.676417
AS,163.582042
AS,121.835467
AS,141.806409
AS,144.548776
AS,135.214075
AS,158.972192
AS,193.09126
AS,147.989559
AS,288.11033
AS,267.390671
AS,126.442515
AS,157.689118
AS,270.27896
AS,152.884447
AS,282.035417
AS,281.58752
AS,284.590586
AS,203.358728
AS,166.265974
AS,292.450571
AS,190.407245
AS,174.984482
AS,161.140179
AS,283.657963
AS,271.194536
AS,164.623189
AS,290.624942
AS,250.203454
AS,218.083753
AS,290.707875
AS,210.134449
AS,181.715185
AS,176.705105
AS,275.701591
AS,209.718875
AS,184.425459
AS,163.457209
AS,190.581
AS,168.936125
AS,270.585026
AS,176.144171
AS,148.501581
AS,203.778089
AS,210.840123
AS,293.690231
AS,301.354959
AS,292.923109
AS,302.261654
AS,155.855107
AS,171.039561
AS,152.700412
AS,157.358429
AS,245.796412
AS,165.971406
AS,171.217074
AS,162.458295
AS,183.728697
AS,243.990556
AS,268.685358
AS,171.580599
AS,255.976238
AS,174.783109
AS,163.153696
AS,258.625193
AS,248.105522
AS,256.533594
AS,264.234583
AS,269.173041
AS,281.617578
AS,173.287918
AS,297.134207
AS,170.386374
AS,289.423815
AS,188.58911
AS,172.940209
AS,240.369083
AS,263.723375
AS,255.559917
AS,302.802834
AS,255.695801
AS,182.03654
AS,297.281858
AS,259.582033
AS,283.812153
AS,255.668213
AS,193.736807
AS,184.752677
AS,175.353322
AS,245.888532
AS,279.438518
AS,200.304435
AS,195.766071
AS,175.536771
AS,183.748685
AS,173.282965
AS,176.299067
AS,261.321354
AS,232.825385
AS,187.689012
AS,200.044863
AS,179.935675
AS,195.808811
AS,254.588147
AS,270.97131
AS,248.934504
AS,241.395663
AS,195.11525
AS,213.216657
AS,184.663249
AS,243.710533
AS,177.593227
AS,238.951438
AS,186.628827
AS,180.974916
AS,267.391542
AS,251.140417
